sequence,domain,kingdom,classifier_phylum,classifier_subphylum,classifier_class,classifier_order,classifier_suborder,classifier_infraorder,classifier_superfamily,classifier_family,BLAST_phylum,BLAST_subphylum,BLAST_class,BLAST_order,BLAST_suborder,BLAST_infraorder,BLAST_superfamily,BLAST_family,BLAST_subfamily,BLAST_tribe,BLAST_subtribe,BLAST_genus,BLAST_species,BLAST_subspecies,same,classifier_confidence,consistent_to,group_to_use,notes
9cfcbe1d58a486125d316441e5ab7aec,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Bombycoidea,Sphingidae,Macroglossinae,Dilophonotini,NA,Hemaris,radians,NA,No,0.694703065,NA,Lepidoptera,
328c44906f5f564b74fa4046d5f47c79,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Zygaenoidea,Limacodidae,NA,NA,NA,Narosa,nigrisigna,NA,No,0.823309203,NA,Lepidoptera,
c2e0ff4a8b22a6c84d7e7b5cca846d41,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Papilionidae,Parnassiinae,Zerynthini,NA,Luehdorfia,chinensis,NA,No,0.79516147,NA,Lepidoptera,
13fd517cbd85b6cab34dc079ccc7cbf1,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Tortricoidea,Tortricidae,Olethreutinae,Grapholitini,NA,Grapholita,delineana,NA,No,0.823085074,NA,Lepidoptera,
68b58750d7165f931eb356cbafe18798,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Erebidae,Arctiinae,Spilosomini,NA,Hyphantria,cunea,NA,No,0.522368898,NA,Lepidoptera,
9382331edbfe32f97de41f7f5b7f00ef,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Geometroidea,Geometridae,Ennominae,NA,NA,Selenia,dentaria,NA,No,0.722313694,NA,Lepidoptera,
98308be7ea189beb98775dda879dd7f0,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Tortricoidea,Tortricidae,Tortricinae,Archipini,NA,Archips,podanus,NA,No,0.730544738,NA,Lepidoptera,
1107a726a78aaa92b3da96eac12a219d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Tortricoidea,Tortricidae,Tortricinae,Archipini,NA,Archips,podanus,NA,No,0.680368793,NA,Lepidoptera,
57b63475eb8fa23c21d3fcbd9b970809,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Phycitinae,NA,NA,Oncocera,semirubella,NA,No,0.743931591,NA,Lepidoptera,
58605cf1ea5b143ea75b21f2838fb56a,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Phycitinae,NA,NA,Oncocera,semirubella,NA,No,0.711724366,NA,Lepidoptera,
0b440132e6fa5f51ff72779523881dff,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Tortricoidea,Tortricidae,Tortricinae,Archipini,NA,Archips,podanus,NA,No,0.72980782,NA,Lepidoptera,
796cc92b20433baeb47778729ec867cc,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Tortricoidea,Tortricidae,Olethreutinae,Olethreutini,NA,Celypha,unclassified_Celypha,DX-2020,No,0.663120838,NA,Lepidoptera,
5ac1be9db40d096edbe3f97bbf41cc1a,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Papilionidae,Parnassiinae,Parnassini,NA,Parnassius,mercurius,NA,No,0.734438868,NA,Lepidoptera,
11a3e78771219f2673b45b205eb3fb92,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Zygaenoidea,Zygaenidae,Chalcosiinae,NA,NA,Amesia,sanguiflua,NA,No,0.639845889,NA,Lepidoptera,
c26a31f948db38a1fb6108628fd378c1,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Pieridae,Pierinae,Pierini,NA,Pontia,callidice,NA,No,0.708002552,NA,Lepidoptera,
93140d7c7571ee14b25eeb2ca5128257,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Pieridae,Pierinae,Pierini,NA,Pontia,callidice,NA,No,0.720992068,NA,Lepidoptera,
017657252fdd3c6920f0f019817e7fe6,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,NA,Vanessa,cardui,NA,No,0.792601301,NA,Lepidoptera,
b663f3dacd589df449934b93e0c90fe6,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Papilionidae,Papilioninae,Leptocircini,NA,Eurytides,dolicaon,NA,No,0.51350817,NA,Lepidoptera,
a48db0ae8f619a9b621dd0e02e17f883,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Bombycoidea,Sphingidae,Sphinginae,Sphingini,NA,Psilogramma,increta,NA,No,0.728056611,NA,Lepidoptera,
f745cab4801c731e4a12a722cca72ce9,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Bombycoidea,Sphingidae,Sphinginae,Sphingini,NA,Psilogramma,increta,NA,No,0.729795593,NA,Lepidoptera,
b78aefc8fc8f5bc8cad3e9c0e396ddc6,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Papilionidae,Papilioninae,Leptocircini,NA,Eurytides,dolicaon,NA,No,0.722618404,NA,Lepidoptera,
5287c7baf066ad037c69a8cb1250a754,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Papilionidae,Papilioninae,Leptocircini,NA,Eurytides,dolicaon,NA,No,0.843741124,NA,Lepidoptera,
ab3635d487fa435f980b82706864d37e,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Bombycoidea,Sphingidae,Smerinthinae,Smerinthini,NA,Leucophlebia,lineata,NA,No,0.676670318,NA,Lepidoptera,
4f7b186c4bb26840aaa3a8cf1e4d8a9b,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.531189861,NA,Lepidoptera,
5383a9c5e7e6a02d737204a6b7b99e70,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.704263117,NA,Lepidoptera,
d3bff0b6e4c0e10a258804153d5d460f,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.707341244,NA,Lepidoptera,
a44b0fbb56132bbd7e32f1f01c4204ae,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.649036119,NA,Lepidoptera,
d5fa53587064948367cf8fcc084adb0a,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.646713893,NA,Lepidoptera,
07d30c9077cfeef55971efbb83731ead,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.587272643,NA,Lepidoptera,
5f8d1bc0f8734834046a420cd5f83750,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.646565204,NA,Lepidoptera,
930b40075135a6b140c7aebe8b3b6431,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.644929082,NA,Lepidoptera,
898fa53e82d40d93c3c6939b76116993,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.58659715,NA,Lepidoptera,
159eeaba2b8571be16cd9e9fbc55722d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Hesperioidea,Hesperiidae,Trapezitinae,NA,NA,Rachelia,extrusus,NA,No,0.642469594,NA,Lepidoptera,
296576c8121f9f26f1b3f4459a10831b,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.435432716,NA,Lepidoptera,
5822abb92dfa2291f38fd28862fe7147,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.457923577,NA,Lepidoptera,
7c9ad920cac024fc361f0aee6f5d6614,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.474160224,NA,Lepidoptera,
da0b870ea53de6813e94d2efc13cdf1b,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.554300361,NA,Lepidoptera,
e384d817a8fa17cd9e60866ff3f093f1,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Erebidae,Erebinae,NA,NA,Eudocima,phalonia,NA,No,0.459327562,NA,Lepidoptera,
a7b4b6ded070247dda5a7a072a38b33d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.658504138,NA,Lepidoptera,
ff28cf6af407921d973c75f3d609321a,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.453022777,NA,Lepidoptera,
cb64647772b7f3718b8261fc9ef7d7c8,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Ipimorphinae,NA,NA,Cosmia,trapezina,NA,No,0.424386067,NA,Lepidoptera,
8c7bf5b1b556e6eab0b6c97c21a7a21c,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Galleriinae,NA,NA,Paralipsa,gularis,NA,No,0.675915864,NA,Lepidoptera,
c15b157038b129dceed77959a09d7e9e,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Galleriinae,NA,NA,Paralipsa,gularis,NA,No,0.629197621,NA,Lepidoptera,
e740f12c48498a8a3153f1f9b03a6fa8,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.56775594,NA,Lepidoptera,
f64f8e237132a007752eb7dcf12835d7,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.567023566,NA,Lepidoptera,
e64f04519a1fe00399bc26b32187c26f,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.571251331,NA,Lepidoptera,
401036c7ebb1e17f95ab602e82fbb644,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Erebidae,Herminiinae,NA,NA,Hydrillodes,lentalis,NA,No,0.676507241,NA,Lepidoptera,
cd771778f3924d43453a7fc7865a4485,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Erebidae,Herminiinae,NA,NA,Hydrillodes,lentalis,NA,No,0.65915359,NA,Lepidoptera,
3b40041120d67feb370b6be3e9d869d3,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Plusiinae,NA,NA,Ctenoplusia,agnata,NA,No,0.588169116,NA,Lepidoptera,
fafc1dfada736359da5779658571601d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Plusiinae,NA,NA,Ctenoplusia,agnata,NA,No,0.575736209,NA,Lepidoptera,
148ea32afb786c20333abd925c293d88,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Plusiinae,NA,NA,Ctenoplusia,agnata,NA,No,0.639541098,NA,Lepidoptera,
2c819a6a2ab6778aebc350e3900ac2a8,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Erebidae,Herminiinae,NA,NA,Hydrillodes,lentalis,NA,No,0.697151684,NA,Lepidoptera,
26628b0d805541804ef73c3d4633a266,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Erebidae,Herminiinae,NA,NA,Hydrillodes,lentalis,NA,No,0.655459041,NA,Lepidoptera,
304c6083dc51ede90d2ef17b2ad82f79,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Erebidae,Herminiinae,NA,NA,Hydrillodes,lentalis,NA,No,0.641089804,NA,Lepidoptera,
49d239acc18b4c4bf9699bbb2f7b84fa,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.722046528,NA,Lepidoptera,
b873c69d7679d6b579fe6f4e3023d490,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.701472154,NA,Lepidoptera,
db4e5c8273cb7a9e9033df856edfdd47,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Papilionoidea,Papilionidae,Papilioninae,Papilionini,NA,Papilio,memnon,NA,No,0.382540775,NA,Lepidoptera,
471ae7f29d8682405304bcc070aec801,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Pyralinae,NA,NA,Pyralis,farinalis,NA,No,0.752175499,NA,Lepidoptera,
90af205e8b920c0bdefcdb60d4b31567,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Pyralinae,NA,NA,Pyralis,farinalis,NA,No,0.752019108,NA,Lepidoptera,
2a0d9d8959308ef14e5a7ed92e1f2176,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Pyralinae,NA,NA,Pyralis,farinalis,NA,No,0.717836344,NA,Lepidoptera,
e17901953a3501c87955f7a128725e9f,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Pyralinae,NA,NA,Pyralis,farinalis,NA,No,0.751921473,NA,Lepidoptera,
59db68d8601e97b42238801c3ba84561,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Pyralidae,Pyralinae,NA,NA,Pyralis,farinalis,NA,No,0.752045426,NA,Lepidoptera,
d904287c398a0f20f56f2e5a72b9b646,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.558281801,NA,Lepidoptera,
c979fddde2f410da7798efba819a7645,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Noctuoidea,Noctuidae,Noctuinae,Noctuini,NA,Anaplectoides,virens,NA,No,0.628829925,NA,Lepidoptera,
7e422c85dddb6d55775bbc28842e8a8a,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Bombycoidea,Sphingidae,Smerinthinae,Smerinthini,NA,Leucophlebia,lineata,NA,No,0.726104758,NA,Lepidoptera,
d8f1be2f69cdca9773d14b60562d0c03,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Spoladea,recurvalis,NA,No,0.740895246,NA,Lepidoptera,
863e6045589ebc0e9d66054c663162f1,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Spoladea,recurvalis,NA,No,0.758489028,NA,Lepidoptera,
525e60d9d0aee85cea6b6ec48ec35f14,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Haritalodes,derogata,NA,No,0.613383482,NA,Lepidoptera,
80f6200dc90fb92a6e6e8eada24de0a1,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Spoladea,recurvalis,NA,No,0.741865111,NA,Lepidoptera,
15374b0aebde27e764b3170c43fac51a,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Spoladea,recurvalis,NA,No,0.702461849,NA,Lepidoptera,
bfc27c2d18ccafd9f1bdcb226c3ac533,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Spoladea,recurvalis,NA,No,0.741006899,NA,Lepidoptera,
5e004e8e86217f14b6d765049f4a634b,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Spoladea,recurvalis,NA,No,0.742026133,NA,Lepidoptera,
e3252391dff67e3841dba86bf88c9602,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Cydalima,perspectalis,NA,No,0.754254741,NA,Lepidoptera,
02210491a0e85e24ec8471e7caffbc8e,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Haritalodes,derogata,NA,No,0.660381412,NA,Lepidoptera,
4e3e976f83bff98bccbb602610a0af52,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Geometroidea,Geometridae,Ennominae,NA,NA,Selenia,dentaria,NA,No,0.719114368,NA,Lepidoptera,
0419c86a53e2f61c27606f2308bbfa4d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Zygaenoidea,Zygaenidae,Chalcosiinae,NA,NA,Amesia,sanguiflua,NA,No,0.781635057,NA,Lepidoptera,
c744a24372c11f116dfffe24334be35d,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Pyraloidea,Crambidae,Spilomelinae,NA,NA,Spoladea,recurvalis,NA,No,0.720129804,NA,Lepidoptera,
1f545446ffa026d1b777f5cf4e62f9cf,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Zygaenoidea,Zygaenidae,Chalcosiinae,NA,NA,Amesia,sanguiflua,NA,No,0.598488223,NA,Lepidoptera,
4572ef647bf2473da47ba31d6caf5567,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Geometroidea,Geometridae,Ennominae,NA,NA,Selenia,dentaria,NA,No,0.687794581,NA,Lepidoptera,
b8e0539afaf3cd70583a01df32fdb351,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,NA,NA,NA,NA,NA,Arthropoda,Hexapoda,Insecta,Lepidoptera,Glossata,Heteroneura,Zygaenoidea,Zygaenidae,Chalcosiinae,NA,NA,Amesia,sanguiflua,NA,No,0.635018026,NA,Lepidoptera,
